*** Moller measurements on April 22,2010
* AsymC+A - beam asymmetry for coinsidence of Calorimeter and Aperture detector
* AsymC-A - beam asymmetry for Calorimeter only
* B.Pol - beam polarization (wrong analyzing power)
* Err - stat. error for B.Pol.
***********************************************
* Run    AsymC+A    AsymC-A    B.Pol    Err
 14357  0.0000000  0.0000000   0.0000  10.4412
 14358  0.0000000  0.0000000   0.0000  10.0449
 14359  0.0000000  0.0000000   0.0000   0.0000
 14360  0.0000000  0.0000000   0.0000   0.0000
 14361  0.0070359  0.0022947 -11.4600   8.8458
 14362  0.0063283  0.0073061 -10.3076  10.2272
 14363  0.0074550  0.0000808 -12.1428  12.1521
 14364  0.0085340  0.0077757 -13.9002  11.5558
 14365 -0.0001222 -0.0003756   0.1990   2.3400
 14366 -0.0055645 -0.0038293   9.0635   0.0000
 14367 -0.0044215 -0.0031475   7.2017   0.0000
 14368  0.0018960  0.0037937  -3.0882  26.7169
 14369  0.0002976  0.0005317  -0.4847   2.4538
 14370  0.0008933  0.0002533  -1.4551   2.0741
 14371 -0.0006242 -0.0001321   1.0168   1.2445
 14372  0.0000000  0.0000000   0.0000   0.0000
 14373  0.0396462  0.0177496  64.5757   1.1515
 14374  0.0539219  0.0480000  87.8280   1.3038
 14375  0.0543484  0.0529339  88.5227   1.3106
 14376  0.0551351  0.0547357  89.8041   1.3191
 14377  0.0542744  0.0541934  88.4021   1.3390
 14378  0.0548092  0.0551877  89.2732   1.4433
 14379  0.0547568  0.0547147  89.1879   1.8041
 14380  0.0583343  0.0584226  95.0149   3.2039
 14381  0.0550008  0.0546027  89.5853   0.7079
 14382  0.0559173  0.0555293  91.0781   1.4973
 14383  0.0553245  0.0552495  90.1125   0.9872
 14384  0.0549221  0.0549685  89.4571   0.6081
 14385  0.0566502  0.0565156  92.2718   0.5593
 14386  0.0569693  0.0566822  92.7916   0.5487
 14387  0.0508844  0.0511354  82.8805   0.8753
 14388  0.0504835  0.0509914  82.2275   0.8878
 14389  0.0561619  0.0559252  91.4765   0.6580
 14390  0.0550071  0.0552786  89.5956   0.6700
 14391  0.0552082  0.0555912  89.9231   0.6134
 14392  0.0549921  0.0540150  89.5711   0.5853
 14393  0.0563028  0.0560564  91.7060   0.5817
 14394  0.0548065  0.0542316  89.2688   0.7035
 14395  0.0566130  0.0562450  92.2113   0.6135
 14396  0.0560913  0.0557852  91.3615   0.6127
 14397  0.0565628  0.0562397  92.1295   0.6145
 14398  0.0561029  0.0564291  91.3804   0.6137
 14399  0.0202984  0.0186547  33.0620   2.0249
 14400 -0.0007689  0.0005028  -1.2524   0.0000
 14401  0.0004233  0.0001690   0.6894   0.0000
 14402  0.0564831  0.0562040  91.9997   0.6425
 14403  0.0564532  0.0562998  91.9510   0.6297
 14404  0.0558430  0.0552423  90.9571   0.6264
 14405  0.0566903  0.0562177  92.3372   0.6255
 14406  0.0559658  0.0562788  91.1571   0.6378
 14407  0.0557665  0.0558932  90.8325   0.5068
 14408  0.0554721  0.0555911  90.3530   0.5769
 14409  0.0557150  0.0556660  90.7486   0.5754
 14410  0.0557900  0.0554465  90.8708   0.5682
 14411  0.0559233  0.0558651  91.0879   0.5673
 14412  0.0554517  0.0553427  90.3197   0.5651
 14413  0.0575568  0.0561892  93.7485   1.7967
 14414  0.0000000  0.0000000   0.0000   0.0000
 14415  0.0000000  0.0000000   0.0000   0.0000
 14416  0.0000000  0.0000000   0.0000   0.0000
 14417  0.0000000  0.0000000   0.0000   0.0000
