* l_scan.dat - cut edges of foil -20mm<-->25mm
* run   - run/chain number
* TGT   - target number
* BOP   - BOP current, Amp
* MEAN1 - IPOL=1(a_asym.f), -2.0<APOS(a_tpos.f)<0
* MEAN2 - IPOL=1,  0(1 for TGT4))<APOS<2.5
* MEAN3 - IPOL=2, -2.0<APOS<0
* MEAN4 - IPOL=2,  0(1 for TGT4))<APOS<2.5
* ER    - errors
* RAT1  - (MEAN1-MEAN2)/sqrt(ER1**2+ER2**2)
* RAT2  - (MEAN3-MEAN4)/sqrt(ER3**2+ER4**2)
* 
*run  TGT BOP     MEAN1          ER1         MEAN2          ER2        MEAN3      ER3         MEAN4      ER4         RAT1      RAT2
*** 
12087  2  8.0   0.49759E-01  0.12375E-03   0.49529E-01  0.11345E-03   0.84872  0.20930E-02   0.84538  0.19501E-02   1.36999   1.16755 
***
12079  3  8.0   0.45733E-01  0.13777E-03   0.45386E-01  0.13020E-03   0.83939  0.25400E-02   0.83444  0.24140E-02   1.83056   1.41261
***
12001  4  4.0  -0.40898E-01  0.27669E-03  -0.39759E-01  0.28743E-03  -0.83741  0.56615E-02  -0.84631  0.61480E-02  -2.85488   1.06490
12002  4  4.0  -0.40935E-01  0.19919E-03  -0.39430E-01  0.23344E-03  -0.83505  0.41228E-02  -0.84093  0.49532E-02  -4.90431   0.91241 
* chain1=12001+12002-->12003
12003  4  4.0  -0.40937E-01  0.16110E-03  -0.39538E-01  0.18189E-03  -0.83636  0.33254E-02  -0.84235  0.38523E-02  -5.75777   1.17704
12291  4  4.0  -0.40591E-01  0.14694E-03  -0.39197E-01  0.15765E-03  -0.82646  0.29974E-02  -0.83250  0.33278E-02  -6.46835   1.34860
12292  4  4.0  -0.40267E-01  0.16970E-03  -0.39280E-01  0.17013E-03  -0.82243  0.34388E-02  -0.83513  0.36277E-02  -4.10743   2.54073
* chain2=12291+12292-->12293
12293  4  4.0  -0.40376E-01  0.11038E-03  -0.39210E-01  0.11401E-03  -0.82462  0.22550E-02  -0.83457  0.24377E-02  -7.34774   2.99630
12351  4  4.0  -0.41648E-01  0.18921E-03  -0.40334E-01  0.23481E-03  -0.85029  0.38357E-02  -0.86257  0.49093E-02  -4.35739   1.97108
12078  4  8.0   0.44833E-01  0.19157E-03   0.43975E-01  0.22149E-03   0.84389  0.36553E-02   0.84588  0.43053E-02   2.92990  -0.35235  
12349  4  8.0  -0.45553E-01  0.17466E-03  -0.44901E-01  0.22692E-03  -0.85209  0.32083E-02  -0.86135  0.43456E-02  -2.27690   1.71430
12352  4  6.3  -0.44541E-01  0.18819E-03  -0.43315E-01  0.22353E-03  -0.86267  0.37333E-02  -0.86483  0.44994E-02  -4.19575   0.36945
***
12058  5  8.0   0.49041E-01  0.26542E-03   0.48559E-01  0.24131E-03   0.86115  0.46741E-02   0.85989  0.41190E-02   1.34368   0.20225
12059  5  8.0   0.49045E-01  0.27334E-03   0.48551E-01  0.25853E-03   0.86065  0.48698E-02   0.85821  0.45325E-02   1.31301   0.36676
12060  5  8.0   0.48973E-01  0.26703E-03   0.48982E-01  0.24841E-03   0.85892  0.46910E-02   0.85626  0.43250E-02  -0.02468   0.41689
* chain3=12058+12059+12060-->12061
12061  5  8.0   0.48982E-01  0.15527E-03   0.48773E-01  0.19401E-03   0.85937  0.27090E-02   0.86137  0.24859E-02   0.84109  -0.54397
12253  5  8.0   0.46232E-01  0.31843E-03   0.45782E-01  0.31979E-03   0.87467  0.60365E-02   0.87944  0.61213E-02   0.99714  -0.55484
12254  5  8.0   0.46946E-01  0.23608E-03   0.45536E-01  0.21857E-03   0.87735  0.47134E-02   0.87156  0.42438E-02   4.38263   0.91290
* chain4=12253+12254-->12255
12255  5  8.0   0.46548E-01  0.19974E-03   0.45621E-01  0.24543E-03   0.87513  0.37673E-02   0.87499  0.35727E-02   2.92950   0.02697
12371  5  8.0  -0.49120E-01  0.32807E-03  -0.49313E-01  0.29146E-03  -0.86532  0.59006E-02  -0.86947  0.52694E-02   0.43980   0.52458
12372  5  4.0  -0.48430E-01  0.35412E-03  -0.48348E-01  0.31956E-03  -0.87476  0.64050E-02  -0.88542  0.60607E-02  -0.17191   1.20890
12373  5  6.3  -0.49073E-01  0.20961E-03  -0.49136E-01  0.18773E-03  -0.86987  0.36314E-02  -0.87099  0.32793E-02   0.22390   0.22890
